,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo
1360,Orbit Robotics,St. Louis,ONDurhamCollege,1,5.75,0.59,0.14,0.38,0.23,0.00,13.68,0.23,-1.00,-1.00,4.56,19.81,-1.21,2.16,0.56,0.34,0.17,0.29,0.00,22.81,1.28,-1.00,-1.00,77.71,0.43,0.38,0.27,54.34,0.79,-1.00,-1.00,0.00,0.00,-0.13,0.00,0.10,0.27,1.93,6.78,36.48,0.80,1.50,-1.00,-1.00,0.94,104.30,104.30,0.31,50.26,1543
1369,Minotaur,Houston,Newton,8,3.96,0.01,1.37,1.37,0.03,-0.01,1.27,0.02,-1.00,-1.00,0.42,6.60,0.77,3.25,1.16,0.33,0.33,0.36,0.01,40.60,2.16,-1.00,-1.00,76.03,0.11,0.27,0.30,34.27,0.80,-1.00,-1.00,0.07,0.01,-0.14,0.02,-0.38,-0.14,-10.13,-3.36,41.87,1.04,2.19,-1.00,-1.00,2.53,79.28,82.08,0.18,2.03,1456
1369,Minotaur,Houston,RocketCity,4,4.12,0.13,0.27,0.33,0.23,0.00,13.56,0.23,-1.00,-1.00,4.52,18.01,5.76,-4.45,-0.86,0.33,0.45,0.19,0.00,29.84,1.43,-1.00,-1.00,51.77,0.20,0.17,0.08,22.79,0.62,-1.00,-1.00,-0.01,0.00,-0.02,-0.05,0.22,-0.24,5.54,-6.22,43.40,0.97,1.65,-1.00,-1.00,-0.53,63.55,63.08,-0.12,-49.99,1415
1369,Minotaur,Houston,Palmetto,1,4.07,0.00,0.11,0.11,0.02,0.00,1.46,0.02,-1.00,-1.00,0.49,5.64,-0.47,-1.10,-0.55,0.33,0.38,0.15,0.00,33.59,1.31,-1.00,-1.00,76.02,0.43,0.23,0.20,42.98,0.60,-1.00,-1.00,0.00,0.00,0.04,0.16,-0.10,0.05,-2.37,2.15,35.06,0.86,1.34,-1.00,-1.00,-0.44,83.81,83.81,0.24,34.78,1472
1370,Thermogenesis,St. Louis,MARChampionship,6,4.03,0.00,0.05,0.05,0.10,-0.04,3.88,0.06,-1.00,-1.00,1.29,7.96,-0.09,-0.29,-0.22,0.33,0.33,0.26,-0.22,25.89,0.35,-1.00,-1.00,75.55,0.26,0.38,0.36,49.88,1.00,-1.00,-1.00,0.03,-0.22,-0.01,0.11,0.07,0.22,1.68,6.18,29.76,0.71,0.41,-1.00,-1.00,-0.16,89.69,68.47,0.03,-8.94,1491
1370,Thermogenesis,St. Louis,MARBridgewater-Raritan,3,3.40,0.05,0.59,0.59,0.13,0.00,7.81,0.13,-1.00,-1.00,2.60,11.80,-1.37,0.60,-0.12,0.33,0.22,-0.05,-0.01,14.44,0.03,-1.00,-1.00,71.51,0.31,0.41,0.42,57.19,0.88,-1.00,-1.00,0.00,-0.01,-0.10,0.05,-0.21,0.13,-5.86,3.52,22.25,0.49,0.16,-1.00,-1.00,0.47,86.83,85.62,0.44,57.22,1501
1370,Thermogenesis,St. Louis,MARWesttown,2,5.02,-0.02,-0.04,-0.04,0.07,0.00,4.24,0.07,-1.00,-1.00,1.41,9.22,-0.41,5.07,1.44,0.33,0.20,-0.18,-0.01,10.83,-0.45,-1.00,-1.00,39.51,0.08,0.33,0.13,27.25,0.64,-1.00,-1.00,0.00,-0.01,0.04,0.05,-0.10,0.02,-2.37,0.72,15.07,0.34,-0.38,-1.00,-1.00,1.39,49.46,48.54,0.14,-8.31,1424
1374,Amped Up,St. Louis,ONMcMasterUniversity,6,2.09,-0.06,0.88,0.86,0.24,-0.01,13.68,0.23,-1.00,-1.00,4.56,16.62,-0.06,3.35,1.06,0.33,0.33,0.18,-0.05,22.64,0.85,-1.00,-1.00,40.67,0.06,-0.01,0.29,16.97,0.17,-1.00,-1.00,-0.01,-0.05,0.00,-0.07,0.20,0.04,4.96,0.63,36.31,0.79,1.08,-1.00,-1.00,1.92,57.92,52.67,-0.01,-37.09,1320
1374,Amped Up,St. Louis,ONGeorgianCollege,4,-0.81,0.00,0.08,0.08,0.16,0.00,9.76,0.16,-1.00,-1.00,3.25,9.03,-0.17,-0.32,-0.07,0.33,0.21,-0.03,-0.01,13.74,0.18,-1.00,-1.00,24.87,0.11,0.00,0.12,11.20,0.17,-1.00,-1.00,0.00,-0.01,-0.07,0.07,0.39,0.02,9.41,0.94,23.50,0.51,0.34,-1.00,-1.00,0.01,34.85,34.05,0.09,-20.07,1390
1378,Hilo Viking Robotics,Houston,Hawaii,5,4.04,0.00,0.59,0.59,0.31,0.00,18.47,0.31,-1.00,-1.00,6.16,23.11,4.77,-1.27,-0.03,0.33,0.20,0.34,0.00,22.74,1.46,-1.00,-1.00,39.39,0.44,0.03,-0.14,16.68,0.43,-1.00,-1.00,-0.03,0.00,0.03,-0.15,0.00,0.33,0.19,7.43,41.21,0.88,1.77,-1.00,-1.00,0.56,69.93,69.64,0.03,13.68,1387
1382,ETEP Team,Houston,HudsonValley,4,5.34,0.03,0.14,0.15,0.18,0.00,10.98,0.18,-1.00,-1.00,3.66,16.48,-0.96,0.07,-0.05,0.32,0.38,0.03,-0.07,18.91,0.28,-1.00,-1.00,47.35,0.16,0.07,0.34,28.49,0.69,-1.00,-1.00,0.00,-0.07,0.04,0.59,0.36,0.01,9.30,3.31,29.89,0.66,0.46,-1.00,-1.00,0.10,67.14,60.50,0.32,-19.88,1442
1388,Eagle Robotics,Houston,Sacramento,4,2.12,0.08,-0.87,-0.84,0.11,0.00,6.63,0.11,-1.00,-1.00,2.21,7.91,-0.43,-4.55,-1.65,0.33,0.34,-0.06,0.00,20.01,0.32,-1.00,-1.00,47.18,0.23,0.10,0.25,28.82,0.56,-1.00,-1.00,-0.02,0.00,0.22,0.27,0.05,0.29,2.31,8.50,26.64,0.61,0.43,-1.00,-1.00,-2.49,63.59,63.23,0.10,-18.33,1447
1388,Eagle Robotics,Houston,CentralValley,2,0.78,0.00,0.12,0.12,0.13,0.00,7.84,0.13,-1.00,-1.00,2.61,8.75,6.25,2.99,1.52,0.32,0.17,-0.08,0.00,11.24,-0.13,-1.00,-1.00,43.66,0.21,0.32,0.09,30.91,0.33,-1.00,-1.00,0.02,0.00,0.52,-0.07,0.25,0.05,8.84,0.89,19.08,0.41,0.00,-1.00,-1.00,1.64,53.31,53.67,0.10,-7.74,1505
1389,The Body Electric ,St. Louis,CHSChampionship,6,3.11,1.02,-0.08,0.19,0.07,0.00,4.01,0.07,-1.00,-1.00,1.34,7.32,-0.28,-0.03,0.04,0.33,0.33,0.40,0.10,43.84,2.79,-1.00,-1.00,96.33,0.41,0.38,0.25,52.44,0.83,-1.00,-1.00,-0.04,0.10,0.09,0.16,0.20,0.09,5.50,3.15,47.85,1.16,2.85,-1.00,-1.00,0.24,106.79,116.14,0.16,22.81,1517
1389,The Body Electric ,St. Louis,CHSCentralMaryland,4,5.38,-0.24,-0.01,-0.06,-0.01,0.00,-0.75,-0.01,-1.00,-1.00,-0.25,4.56,0.39,-0.03,0.06,0.33,0.39,0.39,0.00,44.81,2.32,-1.00,-1.00,68.62,0.36,-0.09,0.21,23.75,0.79,-1.00,-1.00,0.00,0.00,-0.20,-0.10,0.32,0.16,6.90,3.41,44.05,1.11,2.31,-1.00,-1.00,-0.01,76.59,76.59,0.24,15.32,1468
1389,The Body Electric ,St. Louis,CHSGreaterDC,2,4.47,0.00,0.00,0.00,-0.19,0.00,-11.31,-0.19,-1.00,-1.00,-3.77,-6.83,0.09,0.08,0.06,0.33,0.07,-0.08,0.00,20.70,0.03,-1.00,-1.00,49.86,0.48,-0.17,0.28,29.11,0.63,-1.00,-1.00,0.00,0.00,-0.16,0.06,0.26,-0.22,5.64,-5.17,9.39,0.33,-0.16,-1.00,-1.00,0.06,37.86,37.86,0.19,-18.11,1448
1391,The METAL MOOSE,St. Louis,Tesla,9,4.30,0.11,0.15,0.15,0.19,0.00,11.60,0.19,-1.00,-1.00,3.87,16.05,-0.80,-0.76,-0.61,0.33,0.36,0.37,0.18,42.20,3.08,-1.00,-1.00,103.97,0.53,0.32,0.40,62.38,1.00,-1.00,-1.00,0.00,0.18,-0.12,0.24,0.26,0.20,5.92,6.34,53.81,1.25,3.27,-1.00,-1.00,-0.46,126.36,144.40,0.24,32.78,1580
1391,The METAL MOOSE,St. Louis,MARChampionship,6,5.17,0.00,0.76,0.76,0.42,0.08,30.16,0.50,-1.00,-1.00,10.05,36.09,0.06,2.49,0.61,0.33,0.33,0.27,0.24,26.96,2.69,-1.00,-1.00,82.23,0.30,0.24,0.55,54.66,0.75,-1.00,-1.00,-0.01,0.24,0.10,0.15,0.09,-0.08,2.85,-1.23,57.11,1.18,3.19,-1.00,-1.00,1.37,117.09,141.18,0.16,14.85,1571
1391,The METAL MOOSE,St. Louis,MARMontgomery,5,4.63,-0.25,1.28,1.23,0.12,0.00,7.29,0.12,-1.00,-1.00,2.43,13.15,0.09,-0.76,-0.45,0.33,0.34,0.52,0.21,51.41,3.93,-1.00,-1.00,79.14,0.06,0.26,0.24,28.18,0.72,-1.00,-1.00,0.00,0.21,0.03,-0.04,0.32,0.10,8.07,2.31,58.71,1.41,4.05,-1.00,-1.00,0.78,94.60,115.99,0.28,4.59,1566
1391,The METAL MOOSE,St. Louis,MARSeneca,4,4.13,0.03,0.31,0.33,0.30,0.00,17.98,0.30,-1.00,-1.00,5.99,22.44,0.24,-3.47,-1.14,0.33,0.34,0.52,0.08,39.29,2.98,-1.00,-1.00,93.35,0.24,0.39,0.47,55.20,0.93,-1.00,-1.00,0.00,0.08,-0.08,0.09,0.35,0.17,8.47,4.76,57.28,1.28,3.28,-1.00,-1.00,-0.82,120.55,129.02,0.51,53.15,1586
1391,The METAL MOOSE,St. Louis,MARWesttown,2,4.92,-0.01,-0.08,-0.08,0.23,0.00,13.68,0.23,-1.00,-1.00,4.56,18.52,-0.60,-0.40,-0.25,0.33,0.22,0.26,0.00,23.36,1.25,-1.00,-1.00,59.44,0.27,0.40,0.06,36.33,0.76,-1.00,-1.00,0.00,0.00,-0.08,-0.14,-0.02,0.16,-0.79,3.28,37.03,0.81,1.48,-1.00,-1.00,-0.32,81.24,81.10,0.05,-6.20,1491
1398,Robo-Raiders,Houston,Palmetto,1,0.13,0.00,0.66,0.66,0.12,0.00,7.13,0.12,-1.00,-1.00,2.38,7.92,-1.45,-1.11,-0.47,0.33,0.10,0.00,0.00,12.60,0.07,-1.00,-1.00,-19.13,-0.15,-0.41,-0.07,-31.26,0.25,-1.00,-1.00,0.00,0.00,0.08,-0.02,0.02,-0.13,0.80,-3.26,19.73,0.43,0.19,-1.00,-1.00,0.20,-14.47,-14.47,-0.26,-85.50,1342
1403,Cougar Robotics,St. Louis,MARChampionship,6,3.92,0.00,0.04,0.04,0.19,-0.01,10.92,0.18,-1.00,-1.00,3.64,14.88,-0.15,-0.15,-0.11,0.33,0.33,0.34,0.20,40.98,3.05,-1.00,-1.00,92.40,0.49,0.35,0.19,51.53,0.83,-1.00,-1.00,0.00,0.20,-0.01,0.01,0.14,0.05,3.46,1.28,51.90,1.21,3.24,-1.00,-1.00,-0.07,108.57,129.01,0.10,-3.11,1509
1403,Cougar Robotics,St. Louis,MARMontgomery,5,3.85,0.08,-0.45,-0.43,0.20,0.00,11.70,0.20,-1.00,-1.00,3.90,15.11,-0.01,-0.35,-0.06,0.33,0.35,0.26,0.06,32.52,1.93,-1.00,-1.00,63.71,0.27,0.07,0.28,31.25,0.73,-1.00,-1.00,-0.02,0.06,0.03,0.13,0.02,0.44,0.67,11.55,44.22,1.01,2.12,-1.00,-1.00,-0.49,90.37,96.17,0.17,3.09,1470
1403,Cougar Robotics,St. Louis,MARBridgewater-Raritan,3,3.70,0.29,1.04,1.16,0.04,0.00,2.20,0.04,-1.00,-1.00,0.73,7.05,-0.42,0.36,0.03,0.33,0.37,0.29,-0.01,38.13,1.83,-1.00,-1.00,104.28,0.36,0.45,0.51,66.11,0.94,-1.00,-1.00,0.00,-0.01,-0.04,0.08,0.01,-0.07,-0.09,-1.31,40.33,0.99,1.87,-1.00,-1.00,1.19,110.03,109.22,0.26,29.35,1483
1403,Cougar Robotics,St. Louis,MARMountOlive,2,4.87,0.00,0.52,0.52,-0.11,0.00,-6.75,-0.11,-1.00,-1.00,-2.25,-1.36,0.35,0.36,0.12,0.33,0.32,0.15,0.00,36.64,1.34,-1.00,-1.00,54.92,-0.06,0.18,0.25,18.17,0.40,-1.00,-1.00,0.00,0.00,-0.13,0.17,0.25,0.21,5.55,6.00,29.89,0.80,1.23,-1.00,-1.00,0.63,59.56,59.56,0.04,-32.53,1427
1405,Finney Falcons,St. Louis,Midwest,5,5.18,0.65,-0.05,0.18,0.55,0.00,33.26,0.55,-1.00,-1.00,11.09,38.62,-1.61,-1.88,-0.76,0.33,0.33,0.32,0.23,26.26,2.74,-1.00,-1.00,70.02,0.18,0.37,0.34,44.52,0.93,-1.00,-1.00,-0.01,0.23,-0.11,0.06,0.05,0.31,0.77,8.06,59.52,1.21,3.29,-1.00,-1.00,-0.58,116.70,139.03,0.35,51.16,1599
1405,Finney Falcons,St. Louis,FingerLakes,3,3.67,0.00,0.41,0.41,0.12,0.00,7.30,0.12,-1.00,-1.00,2.43,11.38,-0.29,0.67,0.24,0.33,0.36,0.49,0.00,42.53,2.55,-1.00,-1.00,82.57,0.39,0.18,0.23,39.80,0.75,-1.00,-1.00,0.01,0.00,-0.05,-0.18,0.09,0.32,2.05,7.08,49.83,1.18,2.67,-1.00,-1.00,0.65,101.02,101.06,0.37,33.84,1542
1410,The Kraken,Houston,Hopper,8,4.45,0.37,1.73,1.74,0.39,-0.02,21.80,0.36,-1.00,-1.00,7.27,27.99,0.12,-2.89,-1.01,0.33,0.33,0.34,0.07,28.55,2.10,-1.00,-1.00,63.76,0.15,0.30,0.27,36.22,0.87,-1.00,-1.00,-0.04,0.07,0.39,0.20,0.05,0.25,3.30,7.14,50.35,1.08,2.47,-1.00,-1.00,0.73,98.89,105.53,0.20,12.03,1525
1410,The Kraken,Houston,Colorado,4,2.74,0.10,-1.86,-1.84,0.05,0.00,2.76,0.05,-1.00,-1.00,0.92,3.66,0.00,-4.24,-1.47,0.33,0.27,0.23,-0.01,31.04,1.34,-1.00,-1.00,55.69,0.19,0.32,0.01,26.12,0.54,-1.00,-1.00,-0.07,-0.01,0.28,-0.03,-0.20,0.31,-3.67,7.50,33.80,0.82,1.38,-1.00,-1.00,-3.31,66.84,64.25,0.16,6.47,1491
1410,The Kraken,Houston,St.Louis,2,5.55,-0.01,1.09,1.09,0.58,0.00,34.86,0.58,-1.00,-1.00,11.62,41.50,0.42,1.21,0.37,0.34,0.29,0.09,0.00,5.44,0.45,-1.00,-1.00,28.51,0.00,0.16,0.30,22.70,0.50,-1.00,-1.00,0.05,0.00,0.30,0.03,-0.01,0.00,1.28,0.23,40.30,0.72,1.03,-1.00,-1.00,1.46,70.24,71.02,0.16,17.22,1531
1413,Skrappy 1413,St. Louis,CHSHamptonRoads,3,4.84,0.41,0.05,0.14,0.19,0.00,11.23,0.19,-1.00,-1.00,3.74,16.20,-0.62,-0.10,-0.07,0.33,0.37,0.09,0.00,24.49,0.93,-1.00,-1.00,87.27,0.33,0.37,0.56,62.85,0.80,-1.00,-1.00,0.00,0.00,-0.07,0.20,-0.14,-0.01,-3.82,0.70,35.72,0.80,1.11,-1.00,-1.00,0.07,104.17,104.17,0.27,52.87,1523
1413,Skrappy 1413,St. Louis,CHSSouthwestVirginia,1,3.85,0.02,0.04,0.04,-0.08,0.00,-4.65,-0.08,-1.00,-1.00,-1.55,-0.76,-0.85,-0.28,-0.24,0.35,0.44,0.14,0.00,40.06,1.46,-1.00,-1.00,57.49,0.32,0.00,0.04,17.68,0.40,-1.00,-1.00,0.00,0.00,0.07,-0.14,0.09,-0.03,2.70,-1.38,35.40,0.92,1.39,-1.00,-1.00,-0.20,55.35,55.35,0.21,18.61,1516
1414,IHOT,Houston,Roebling,8,4.13,0.00,-3.33,-3.33,0.46,-0.01,26.83,0.45,-1.00,-1.00,8.94,27.63,0.03,5.76,1.94,0.33,0.33,0.35,0.20,30.80,2.81,-1.00,-1.00,75.96,0.32,0.21,0.34,43.22,0.75,-1.00,-1.00,-0.03,0.20,-0.09,0.17,0.79,0.45,19.31,11.98,57.64,1.22,3.26,-1.00,-1.00,-1.40,115.57,134.61,0.41,-0.51,1460
1414,IHOT,Houston,PCHStateChampionship,6,4.29,0.63,0.05,0.22,0.32,0.00,19.33,0.32,-1.00,-1.00,6.44,23.83,0.36,2.55,0.80,0.33,0.33,0.40,0.28,40.80,3.61,-1.00,-1.00,70.97,0.14,0.23,0.22,29.37,0.64,-1.00,-1.00,0.00,0.28,-0.05,-0.04,0.05,0.00,0.93,-0.23,60.13,1.34,3.93,-1.00,-1.00,1.02,94.57,122.48,0.19,18.19,1464
1414,IHOT,Houston,PCHColumbus,3,4.52,0.36,-0.05,0.03,0.47,0.00,28.43,0.47,-1.00,-1.00,9.48,32.98,-0.12,-0.26,-0.05,0.33,0.28,-0.09,-0.02,1.26,-0.37,-1.00,-1.00,20.96,0.32,0.12,-0.04,19.75,0.33,-1.00,-1.00,0.00,-0.02,0.11,0.06,-0.07,0.34,-1.20,8.85,29.69,0.51,0.10,-1.00,-1.00,-0.02,62.78,61.23,0.43,22.58,1404
1414,IHOT,Houston,PCHDalton,2,1.09,-0.02,-0.04,-0.04,0.20,0.00,11.76,0.20,-1.00,-1.00,3.92,12.81,0.71,2.09,0.57,0.34,0.13,-0.07,-0.01,7.86,-0.16,-1.00,-1.00,1.74,-0.16,-0.04,0.06,-6.69,0.00,-1.00,-1.00,0.00,-0.01,0.01,-0.04,0.03,0.08,0.75,1.75,19.62,0.39,0.04,-1.00,-1.00,0.53,16.30,15.52,-0.01,-61.28,1259
1418,Vae Victis,St. Louis,Darwin,9,4.49,-0.04,-0.50,-0.52,0.43,0.01,26.13,0.44,-1.00,-1.00,8.71,30.10,-0.67,-2.28,-0.79,0.33,0.34,0.38,-0.02,24.12,1.66,-1.00,-1.00,62.31,0.16,0.37,0.25,38.98,0.75,-1.00,-1.00,-0.03,-0.02,0.14,-0.02,0.20,0.41,5.69,10.17,50.24,1.04,2.10,-1.00,-1.00,-1.30,102.57,100.12,0.06,-0.77,1546
1418,Vae Victis,St. Louis,CHSChampionship,6,5.34,-0.58,-0.06,-0.24,0.26,0.00,15.66,0.26,-1.00,-1.00,5.22,20.76,-0.49,1.12,0.31,0.33,0.33,0.33,0.11,34.10,2.42,-1.00,-1.00,80.82,0.31,0.30,0.31,46.41,0.86,-1.00,-1.00,0.02,0.11,0.04,-0.02,0.37,-0.07,9.52,-1.84,49.76,1.11,2.68,-1.00,-1.00,0.07,99.74,111.44,0.16,-7.01,1467
1418,Vae Victis,St. Louis,CHSNorthernMaryland,3,5.45,-0.02,-0.01,-0.01,0.18,0.00,10.56,0.18,-1.00,-1.00,3.52,16.00,-0.75,-0.05,-0.03,0.33,0.41,0.31,-0.01,34.86,1.85,-1.00,-1.00,82.62,0.24,0.40,0.32,47.78,0.95,-1.00,-1.00,0.00,-0.01,-0.07,0.13,-0.13,-0.06,-3.54,-0.88,45.42,1.05,2.03,-1.00,-1.00,-0.04,97.74,97.24,0.29,24.74,1528
1418,Vae Victis,St. Louis,CHSNorthernVirginia,1,4.52,-0.11,-0.25,-0.27,0.07,0.00,3.98,0.07,-1.00,-1.00,1.33,8.22,-0.60,-4.13,-1.40,0.33,0.41,0.21,0.00,35.18,1.55,-1.00,-1.00,45.12,0.11,-0.02,0.14,11.35,0.57,-1.00,-1.00,0.01,0.00,-0.04,0.10,-0.15,0.44,-3.90,11.52,39.16,0.95,1.62,-1.00,-1.00,-1.68,64.86,64.48,0.45,44.52,1524
1421,Team Chaos,Houston,Bayou,4,4.45,0.00,0.00,0.00,-0.11,0.00,-6.84,-0.11,-1.00,-1.00,-2.28,-2.39,-0.59,0.90,0.22,0.33,0.21,0.18,-0.01,33.05,1.18,-1.00,-1.00,94.14,0.47,0.46,0.29,60.87,1.00,-1.00,-1.00,0.00,-0.01,-0.01,0.24,0.32,-0.21,7.95,-4.14,26.22,0.71,1.07,-1.00,-1.00,0.22,87.61,86.56,0.28,1.30,1480
1421,Team Chaos,Houston,ArkansasRockCity,2,5.77,-0.01,-0.29,-0.29,0.15,0.00,9.01,0.15,-1.00,-1.00,3.00,14.48,0.87,-2.42,-0.67,0.22,0.33,-0.05,0.00,13.84,0.17,-1.00,-1.00,27.88,0.11,0.05,0.14,14.71,0.45,-1.00,-1.00,0.00,0.00,0.21,0.04,-0.31,0.39,-6.60,10.01,22.85,0.50,0.32,-1.00,-1.00,-0.96,52.37,52.37,-0.03,-9.75,1497
1422,The Neon Knights,Houston,CentralValley,2,1.96,0.00,0.10,0.10,-0.08,0.00,-4.55,-0.08,-1.00,-1.00,-1.52,-2.49,0.27,4.83,1.59,0.33,0.13,0.02,0.00,22.18,0.41,-1.00,-1.00,50.20,-0.10,0.35,0.27,26.43,0.22,-1.00,-1.00,0.01,0.00,0.02,-0.33,0.03,-0.22,0.92,-7.10,17.64,0.48,0.34,-1.00,-1.00,1.69,40.61,40.79,-0.01,-11.29,1476
1425,Error Code Xero,Houston,Carver,8,5.31,-0.02,0.38,0.37,0.27,0.00,15.86,0.26,-1.00,-1.00,5.29,21.54,0.03,-2.03,-0.68,0.33,0.34,0.39,0.35,45.70,4.04,-1.00,-1.00,100.02,0.29,0.30,0.51,55.00,0.69,-1.00,-1.00,-0.02,0.35,-0.10,0.06,-0.08,0.51,-2.43,13.06,61.56,1.41,4.30,-1.00,-1.00,-0.31,134.61,168.68,0.32,35.60,1615
1425,Error Code Xero,Houston,PNWChampionship,6,5.50,-0.02,-0.26,-0.26,0.28,0.00,16.64,0.28,-1.00,-1.00,5.55,21.87,-0.17,-7.22,-2.50,0.33,0.34,0.23,0.15,30.97,2.21,-1.00,-1.00,81.04,0.51,0.37,0.17,52.56,0.93,-1.00,-1.00,-0.09,0.15,0.07,-0.09,-0.01,0.30,0.06,7.02,47.61,1.05,2.49,-1.00,-1.00,-2.76,109.93,123.07,0.36,43.11,1601
1425,Error Code Xero,Houston,PNWClackamasAcademy,4,4.56,0.00,0.16,0.16,0.10,0.00,5.84,0.10,-1.00,-1.00,1.95,10.55,-0.11,4.51,1.54,0.33,0.36,0.60,0.15,53.80,3.92,-1.00,-1.00,87.23,0.32,-0.04,0.36,31.89,0.84,-1.00,-1.00,0.00,0.15,0.30,-0.08,0.12,0.11,4.59,2.43,59.64,1.44,4.02,-1.00,-1.00,1.69,100.21,115.40,0.48,54.35,1585
1425,Error Code Xero,Houston,PNWWilsonville,2,4.08,0.00,-0.20,-0.20,-0.03,0.00,-1.58,-0.03,-1.00,-1.00,-0.53,2.30,-0.11,-0.88,-0.21,0.33,0.30,0.17,-0.01,32.83,1.24,-1.00,-1.00,64.00,0.12,0.07,0.44,31.37,0.86,-1.00,-1.00,0.00,-0.01,0.14,-0.19,0.25,0.29,6.86,6.24,31.25,0.79,1.21,-1.00,-1.00,-0.40,72.53,71.25,0.27,25.67,1529
1432,Metal Beavers,Houston,PNWLakeOswego,5,4.63,0.00,0.06,0.06,0.46,0.00,27.38,0.46,-1.00,-1.00,9.13,32.07,1.34,3.12,1.16,0.33,0.36,0.17,-0.01,16.15,0.90,-1.00,-1.00,55.91,0.27,0.23,0.27,38.60,0.57,-1.00,-1.00,0.00,-0.01,-0.21,0.23,0.42,0.39,9.40,10.92,43.53,0.86,1.36,-1.00,-1.00,1.22,98.91,97.90,0.39,31.68,1456
1432,Metal Beavers,Houston,PNWWilsonville,2,4.43,0.00,0.08,0.08,0.24,0.00,14.25,0.24,-1.00,-1.00,4.75,18.75,0.00,3.45,1.15,0.33,0.31,0.31,-0.01,28.20,1.56,-1.00,-1.00,49.67,0.19,0.24,-0.02,20.32,0.50,-1.00,-1.00,0.00,-0.01,0.24,0.00,-0.08,0.13,-0.81,3.19,42.45,0.94,1.80,-1.00,-1.00,1.22,71.61,70.85,0.36,42.72,1453
1444,The Lightning Lancers,St. Louis,St.Louis,2,4.41,0.00,7.96,7.96,-0.28,0.00,-16.85,-0.28,-1.00,-1.00,-5.62,-4.48,0.70,12.02,4.10,0.34,0.37,0.29,-0.02,50.40,2.06,-1.00,-1.00,89.60,0.13,0.23,0.34,35.10,0.42,-1.00,-1.00,0.10,-0.02,-0.11,0.11,-0.11,0.17,-3.23,4.69,33.55,0.98,1.77,-1.00,-1.00,12.07,89.81,89.92,0.39,28.36,1425
1446,Robo Knights,St. Louis,CHSCentralMaryland,4,-0.78,0.04,-0.01,0.04,0.17,0.00,10.14,0.17,-1.00,-1.00,3.38,9.40,0.40,-0.03,-0.02,0.33,0.27,-0.08,0.00,14.08,0.06,-1.00,-1.00,45.42,0.23,0.38,0.02,31.36,0.42,-1.00,-1.00,0.00,0.00,-0.21,-0.06,0.15,0.32,2.64,7.81,24.22,0.52,0.23,-1.00,-1.00,0.02,62.63,62.63,0.22,25.14,1422
1446,Robo Knights,St. Louis,CHSGreaterDC,2,-0.22,0.00,0.00,0.00,0.02,0.00,1.05,0.02,-1.00,-1.00,0.35,0.83,0.17,0.01,0.00,0.33,0.27,-0.06,0.00,21.23,0.28,-1.00,-1.00,22.10,0.03,0.03,-0.04,0.87,0.08,-1.00,-1.00,0.00,0.00,-0.05,0.20,0.17,0.16,3.90,4.92,22.27,0.55,0.30,-1.00,-1.00,0.00,27.85,27.85,-0.21,-47.44,1327
1450,XQ RobotiX,St. Louis,Buckeye,5,4.65,0.27,-2.04,-1.94,0.55,0.00,32.87,0.55,-1.00,-1.00,10.96,35.58,-0.11,-2.47,-0.78,0.33,0.34,0.21,0.01,13.90,1.05,-1.00,-1.00,58.15,0.28,0.23,0.38,45.04,0.78,-1.00,-1.00,-0.07,0.01,0.42,0.43,-0.48,0.04,-9.91,3.27,46.77,0.90,1.60,-1.00,-1.00,-2.72,97.00,96.77,0.31,-12.77,1447
1450,XQ RobotiX,St. Louis,FingerLakes,3,3.16,0.00,0.29,0.29,-0.04,0.00,-2.19,-0.04,-1.00,-1.00,-0.73,1.26,-0.47,-0.44,-0.12,0.33,0.33,0.15,0.01,34.35,1.36,-1.00,-1.00,35.32,0.20,0.15,-0.33,1.09,0.40,-1.00,-1.00,0.00,0.01,-0.09,0.21,-0.13,-0.20,-3.64,-4.06,32.16,0.82,1.32,-1.00,-1.00,0.17,32.51,33.59,0.03,-26.34,1441
